TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_Encoded,Channel_Encoded,CustomerAge_Binned,TransactionAmountNorm,CustomerAgeNorm,AccountBalanceNorm,Cluster
418.03,Debit,Austin,Online,58,Doctor,161,1,10721.29,1,2,Middle Age,0.4626825999800648,0.6451612903225806,0.7138687642588364,0
118.06,Credit,Las Vegas,Branch,32,Doctor,31,1,13560.63,0,1,Adult,0.1304641555823818,0.22580645161290325,0.9047264387224621,1
483.92,Debit,New York,ATM,70,Retired,115,1,3138.0,1,0,Senior,0.5356561416721118,0.8387096774193548,0.20412738274648884,2
78.93,Debit,Mesa,ATM,38,Doctor,145,1,9916.24,1,0,Adult,0.08712746281550064,0.32258064516129037,0.6597540859086064,2
36.63,Debit,Miami,ATM,75,Retired,261,1,7941.73,1,0,Senior,0.040279977406886464,0.9193548387096775,0.5270294432785678,2
87.85,Debit,Colorado Springs,Branch,49,Engineer,63,1,3753.24,1,1,Middle Age,0.09700641245722258,0.5,0.24548321742532306,1
705.34,Debit,Washington,Online,59,Doctor,124,1,5003.22,1,2,Middle Age,0.7808800239221202,0.6612903225806451,0.329505657825572,0
146.55,Debit,Virginia Beach,Online,54,Retired,124,5,4087.44,1,2,Middle Age,0.1620169891353704,0.5806451612903226,0.2679478165243192,0
116.89,Debit,Columbus,Online,71,Retired,226,1,4880.31,1,2,Senior,0.1291683740710797,0.8548387096774193,0.321243767115645,0
106.41,Debit,Los Angeles,Branch,57,Retired,87,1,1310.38,1,1,Middle Age,0.11756171574762161,0.6290322580645161,0.08127654311361228,1
584.41,Debit,Las Vegas,ATM,23,Student,41,1,4475.22,1,0,Young Adult,0.6469493759206139,0.08064516129032262,0.2940140111341598,2
584.98,Credit,Chicago,Branch,55,Retired,121,1,6521.05,0,1,Middle Age,0.6475806540927868,0.5967741935483871,0.431532714828652,1
79.21,Debit,Colorado Springs,Branch,56,Retired,140,1,1615.04,1,1,Middle Age,0.08743756437376096,0.6129032258064516,0.10175549213066842,1
173.13,Credit,Atlanta,Online,20,Student,288,1,1490.34,0,2,Young Adult,0.19145448705879745,0.03225806451612906,0.09337327936093527,0
335.7,Debit,El Paso,ATM,80,Retired,57,1,6601.44,1,0,Senior,0.3715016667958756,1.0,0.43693645247547513,2
422.81,Debit,Los Angeles,Branch,28,Student,193,1,1929.28,1,1,Young Adult,0.46797647658179475,0.16129032258064518,0.12287839943428466,1
135.43,Debit,San Jose,ATM,57,Retired,92,1,5315.83,1,0,Middle Age,0.14970152725017444,0.6290322580645161,0.3505189981138341,2
584.88,Debit,Philadelphia,ATM,26,Student,121,1,548.45,1,0,Young Adult,0.6474699035362652,0.12903225806451613,0.030060349243180972,2
308.94,Debit,Los Angeles,Online,25,Student,167,1,1931.66,1,2,Young Adult,0.34186481787070977,0.11290322580645162,0.12303838072050732,0
295.93,Debit,Boston,Branch,36,Doctor,117,1,1050.63,1,1,Adult,0.32745617046725656,0.29032258064516125,0.0638164006361609,1
77.44,Debit,Washington,Branch,58,Retired,268,1,1950.63,1,1,Middle Age,0.08547727952332959,0.6451612903225806,0.12431352567834084,1
92.5,Credit,Seattle,Online,40,Engineer,70,1,6295.45,0,2,Adult,0.1021563133354745,0.3548387096774194,0.41636810215141223,0
97.74,Credit,Los Angeles,Online,41,Engineer,137,1,4113.63,0,2,Adult,0.10795964249720354,0.3709677419354839,0.2697082828630466,0
291.68,Debit,Columbus,ATM,21,Student,90,1,1451.02,1,0,Young Adult,0.32274927181509083,0.04838709677419356,0.09073022718687025,2
56.96,Debit,Albuquerque,ATM,22,Student,135,1,1597.85,1,0,Young Adult,0.06279556554771687,0.06451612903225812,0.10059999704236278,2
436.8,Debit,Seattle,Online,27,Student,92,1,1256.33,1,2,Young Adult,0.4834704794391591,0.14516129032258068,0.07764335465969023,0
259.49,Debit,Austin,Online,72,Retired,292,1,7320.61,1,2,Senior,0.287098667670805,0.8709677419354838,0.4852783607161246,0
726.26,Debit,Omaha,Online,57,Retired,147,1,2150.38,1,2,Middle Age,0.8040490403464277,0.6290322580645161,0.13774052648631355,0
568.68,Debit,Houston,ATM,72,Retired,101,1,2940.04,1,0,Senior,0.6295283133797746,0.8709677419354838,0.19082070399832224,2
77.57,Debit,Atlanta,Online,49,Doctor,225,1,12801.93,1,2,Middle Age,0.0856212552468076,0.5,0.8537273623119045,0
14.16,Credit,Oklahoma City,Branch,74,Retired,290,1,5399.76,0,1,Senior,0.015394327356494967,0.903225806451613,0.3561606911191565,1
61.33,Debit,Raleigh,ATM,27,Engineer,129,1,7537.4,1,0,Young Adult,0.06763536486770845,0.14516129032258068,0.49985077375822934,2
27.64,Debit,New York,Online,54,Engineer,23,1,7498.51,1,2,Middle Age,0.030323502375599432,0.5806451612903226,0.49723662576612887,0
3.85,Debit,San Jose,ATM,29,Doctor,32,1,10506.41,1,0,Young Adult,0.0039759449791235205,0.1774193548387097,0.6994247395598768,2
431.22,Credit,Austin,Branch,73,Retired,129,1,6505.98,0,1,Senior,0.47729059838525684,0.8870967741935485,0.4305197240793346,1
178.55,Debit,Houston,Branch,55,Engineer,67,1,7568.4,1,1,Middle Age,0.1974571672222653,0.5967741935483871,0.5019345636207934,1
248.76,Debit,Denver,ATM,18,Student,56,1,546.46,1,0,Child,0.27521513295604305,0.0,0.029926583377809925,2
76.16,Debit,San Francisco,ATM,23,Student,99,1,1072.25,1,0,Young Adult,0.08405967239985379,0.08064516129032262,0.0652696760177297,2
347.25,Debit,Indianapolis,ATM,69,Doctor,250,1,7273.55,1,0,Senior,0.3842933560741142,0.8225806451612903,0.4821150332666969,2
28.04,Debit,Los Angeles,ATM,57,Doctor,146,5,11197.54,1,0,Middle Age,0.030766504601685618,0.6290322580645161,0.7458818262603233,2
325.98,Debit,Washington,ATM,19,Student,277,1,782.35,1,0,Young Adult,0.3607367127019813,0.016129032258064557,0.045782879851365296,2
249.56,Debit,New York,Branch,76,Retired,246,1,4444.95,1,1,Senior,0.27610113740821546,0.935483870967742,0.2919792911619078,1
17.43,Debit,Albuquerque,ATM,56,Doctor,33,1,10658.88,1,0,Middle Age,0.019015870554749535,0.6129032258064516,0.7096736247323002,2
198.01,Credit,Austin,Branch,26,Student,40,1,250.93,0,1,Young Adult,0.21900922552135824,0.12903225806451613,0.010061344084792773,1
585.58,Debit,Raleigh,Branch,23,Student,55,1,1729.02,1,1,Young Adult,0.648245157431916,0.08064516129032262,0.10941711692212139,1
434.67,Credit,Virginia Beach,Online,27,Student,124,1,1298.13,0,2,Young Adult,0.4811114925852502,0.14516129032258068,0.08045311002276039,0
510.7,Credit,Nashville,Online,27,Student,294,1,5828.48,0,2,Young Adult,0.565315140708582,0.14516129032258068,0.384978832728138,0
331.98,Debit,Denver,ATM,74,Retired,12,1,7600.99,1,0,Senior,0.36738174609327406,0.903225806451613,0.5041252317375985,2
199.54,Debit,Portland,Online,56,Engineer,268,1,9603.73,1,2,Middle Age,0.2207037090361379,0.6129032258064516,0.6387474675231267,0
212.97,Debit,Atlanta,Online,59,Engineer,178,1,4180.4,1,2,Middle Age,0.23557750877698158,0.6612903225806451,0.27419649735089807,0
270.56,Debit,Philadelphia,Online,23,Student,139,1,1268.44,1,2,Young Adult,0.2993587542777402,0.08064516129032262,0.07845737708664668,0
306.37,Debit,Colorado Springs,ATM,26,Engineer,120,1,9609.67,1,0,Young Adult,0.339018528568106,0.12903225806451613,0.6391467485484051,2
643.02,Credit,Detroit,ATM,38,Doctor,85,1,11989.39,0,0,Adult,0.7118602770978923,0.32258064516129037,0.7991092134432679,2
98.48,Debit,Miami,Branch,47,Engineer,12,1,9538.92,1,1,Middle Age,0.10877919661546298,0.467741935483871,0.6343910023298116,1
889.01,Debit,Virginia Beach,Online,36,Engineer,169,1,4826.88,1,2,Adult,0.9842955710852446,0.29032258064516125,0.3176522544589742,0
537.86,Debit,Kansas City,Online,27,Student,134,1,293.06,1,2,Young Adult,0.595394991859834,0.14516129032258068,0.012893281727045038,0
241.18,Debit,Mesa,ATM,25,Student,162,1,1445.53,1,0,Young Adult,0.26682024077170985,0.11290322580645162,0.09036119472411296,2
130.54,Debit,Atlanta,ATM,64,Doctor,94,1,11204.62,1,0,Senior,0.1442858250362708,0.7419354838709677,0.7463577369773218,2
800.29,Credit,San Diego,Branch,20,Student,84,1,693.4,0,1,Young Adult,0.8860376773393285,0.03225806451612906,0.03980374732636317,1
8.81,Debit,Dallas,Online,57,Doctor,165,1,13523.65,1,2,Middle Age,0.009469172582592228,0.6290322580645161,0.9022406790735068,0
28.52,Debit,Detroit,ATM,20,Student,163,1,662.51,1,0,Young Adult,0.03129810727298904,0.03225806451612906,0.03772735155685991,2
431.31,Credit,Atlanta,Online,23,Student,99,1,342.73,0,2,Young Adult,0.4773902738861262,0.08064516129032262,0.016232050839095128,0
885.33,Credit,Raleigh,ATM,47,Engineer,59,1,7764.16,0,0,Middle Age,0.9802199506052517,0.467741935483871,0.5150933605077457,2
199.23,Debit,Tucson,ATM,29,Engineer,54,1,9834.0,1,0,Young Adult,0.2203603823109211,0.1774193548387097,0.6542259930603077,2
42.26,Debit,Raleigh,ATM,44,Doctor,171,1,268.77,1,0,Adult,0.04651523373904953,0.4193548387096775,0.011260531541184424,2
166.06,Debit,Indianapolis,ATM,30,Engineer,172,1,5397.68,1,0,Young Adult,0.18362442271272414,0.19354838709677424,0.35602087554128126,2
357.72,Debit,Miami,ATM,53,Retired,25,1,7659.5,1,0,Middle Age,0.39588893934192015,0.5645161290322581,0.5080582170556185,2
588.37,Debit,Dallas,Online,28,Student,284,1,1926.08,1,2,Young Adult,0.6513350979588671,0.16129032258064518,0.1226632985452458,0
72.82,Debit,Houston,Online,68,Doctor,127,1,6911.62,1,2,Senior,0.08036060381203414,0.8064516129032258,0.4577864505261233,0
162.36,Debit,Tucson,Online,36,Engineer,147,1,7527.04,1,2,Adult,0.1795266521214269,0.29032258064516125,0.49915438462996603,0
584.82,Credit,Nashville,Online,43,Doctor,109,1,12071.1,0,2,Adult,0.6474034532023523,0.4032258064516129,0.8046016802068197,0
38.15,Credit,Oklahoma City,Online,72,Retired,129,1,1425.47,0,2,Senior,0.04196338586601397,0.8709677419354838,0.08901278102595059,0
477.54,Credit,San Francisco,ATM,23,Student,52,1,1598.63,0,0,Young Adult,0.5285902561660372,0.08064516129032262,0.10065242788406602,2
639.57,Debit,Philadelphia,Branch,60,Doctor,43,1,11726.47,1,1,Middle Age,0.708039382897899,0.6774193548387097,0.7814359866476124,1
58.23,Debit,Phoenix,Online,28,Student,34,1,9189.76,1,2,Young Adult,0.06420209761554051,0.16129032258064518,0.6109208065745588,0
776.21,Credit,Raleigh,Online,78,Retired,99,1,4895.87,0,2,Senior,0.8593689433289402,0.967741935483871,0.3222896951885964,0
248.76,Debit,Portland,Branch,21,Student,117,1,6178.77,1,1,Young Adult,0.27521513295604305,0.04838709677419356,0.4085249859848327,1
188.61,Debit,Boston,Online,67,Retired,26,1,7167.57,1,2,Senior,0.2085986732083329,0.7903225806451613,0.4749911606978411,0
675.37,Credit,Jacksonville,Online,56,Retired,31,1,4704.91,0,2,Middle Age,0.7476880821326126,0.6129032258064516,0.30945354963520233,0
94.82,Credit,Columbus,Branch,67,Retired,56,1,1267.72,0,1,Senior,0.10472572624677437,0.7903225806451613,0.07840897938661294,1
425.18,Credit,Fresno,Online,59,Engineer,135,1,5790.55,0,2,Middle Age,0.47060126477135544,0.6612903225806451,0.3824292150027493,0
50.28,Debit,Oklahoma City,Branch,60,Engineer,65,1,5729.1,1,1,Middle Age,0.05539742837207756,0.6774193548387097,0.3782986057429249,1
864.72,Credit,Detroit,Branch,34,Engineer,58,1,7379.38,0,1,Adult,0.957394260906161,0.25806451612903225,0.48922882298137904,1
70.68,Debit,El Paso,Online,25,Student,105,1,1478.41,1,2,Young Adult,0.07799054190247305,0.11290322580645162,0.09257135635898726,0
261.77,Debit,Chicago,Online,28,Student,46,1,824.71,1,2,Young Adult,0.28962378035949626,0.16129032258064518,0.048630277870017224,0
183.22,Debit,Milwaukee,ATM,27,Student,63,1,1024.42,1,0,Young Adult,0.2026292182118215,0.14516129032258068,0.06205458991687697,2
58.32,Credit,Louisville,Branch,29,Engineer,275,4,6027.49,0,1,Young Adult,0.0643017731164099,0.1774193548387097,0.3983560914555205,1
156.86,Debit,Charlotte,ATM,51,Doctor,102,1,14453.35,1,0,Middle Age,0.17343537151274185,0.532258064516129,0.9647342092420788,2
120.67,Debit,Colorado Springs,ATM,42,Doctor,233,1,5374.54,1,0,Adult,0.13335474510759415,0.3870967741935484,0.354465427237419,2
308.62,Credit,Sacramento,Branch,59,Engineer,101,1,9148.08,0,1,Middle Age,0.3415104160898408,0.6612903225806451,0.6081191174948276,1
506.81,Debit,Milwaukee,ATM,59,Engineer,41,1,2757.23,1,0,Middle Age,0.5610069440598938,0.6612903225806451,0.178532393521699,2
328.39,Debit,New York,ATM,41,Engineer,108,1,2523.83,1,0,Adult,0.36340580111415055,0.3709677419354839,0.162843472427427,2
796.3,Debit,Austin,Branch,67,Retired,64,1,1498.79,1,1,Senior,0.8816187301341187,0.7903225806451613,0.09394128014605352,1
72.47,Debit,Boston,Online,29,Doctor,72,1,1305.56,1,2,Young Adult,0.07997297686420873,0.1774193548387097,0.08095254739949748,0
279.6,Debit,Fort Worth,ATM,25,Student,131,1,1910.9,1,0,Young Adult,0.30937060458728805,0.11290322580645162,0.12164291370286773,2
304.2,Debit,Indianapolis,Online,25,Student,102,1,423.64,1,2,Young Adult,0.33661524149158845,0.11290322580645162,0.021670742380387104,0
351.38,Debit,New York,Branch,64,Retired,21,1,7606.63,1,1,Senior,0.3888673540584541,0.7419354838709677,0.5045043470545295,1
86.07,Debit,Dallas,Branch,31,Doctor,23,1,842.56,1,1,Adult,0.09503505255113905,0.20967741935483875,0.04983013751668712,1
604.5,Debit,Portland,ATM,28,Student,80,1,709.42,1,0,Young Adult,0.6691991627257926,0.16129032258064518,0.040880596152113965,2
258.7,Debit,Charlotte,ATM,27,Student,123,1,1358.37,1,0,Young Adult,0.28622373827428477,0.14516129032258068,0.08450238425891694,2
11.46,Credit,Austin,Branch,75,Retired,64,1,7258.33,0,1,Senior,0.012404062330413211,0.9193548387096775,0.4810919596632058,1
63.76,Debit,San Antonio,ATM,69,Retired,100,1,4980.26,1,0,Senior,0.07032660339118203,0.8225806451612903,0.3279623089467182,2
446.83,Credit,Miami,Branch,55,Retired,143,1,1623.5,0,1,Middle Age,0.4945787602582702,0.5967741935483871,0.10232416510606492,1
63.54,Debit,Dallas,ATM,26,Engineer,136,1,4401.78,1,0,Young Adult,0.07008295216683463,0.12903225806451613,0.28907744573071786,2
81.11,Debit,Charlotte,Online,48,Engineer,110,1,2051.37,1,2,Middle Age,0.08954182494767035,0.4838709677419355,0.1310851705413955,0
441.26,Credit,Tucson,Branch,58,Doctor,87,5,13704.92,0,1,Middle Age,0.4884099542600201,0.6451612903225806,0.9144254722472801,1
170.96,Debit,Washington,Branch,64,Doctor,69,1,13374.89,1,1,Senior,0.1890511999822799,0.7419354838709677,0.8922411764943127,1
48.51,Debit,Austin,Branch,22,Student,69,1,3363.23,1,1,Young Adult,0.053437143521646184,0.06451612903225812,0.2192671243834335,1
325.03,Debit,Jacksonville,Branch,60,Doctor,106,1,13521.76,1,1,Middle Age,0.35968458241502654,0.6774193548387097,0.9021136351109182,1
125.83,Debit,Los Angeles,ATM,57,Retired,138,1,6109.86,1,0,Middle Age,0.13906947382410595,0.6290322580645161,0.40389292277743644,2
506.83,Debit,Indianapolis,Branch,37,Engineer,45,1,9975.79,1,1,Adult,0.5610290941711982,0.30645161290322587,0.6637569790155641,1
738.94,Debit,Philadelphia,Branch,41,Doctor,173,1,13856.18,1,1,Adult,0.8180922109133598,0.3709677419354839,0.9245930223960358,1
180.36,Credit,Oklahoma City,Online,33,Engineer,55,1,9905.23,0,2,Adult,0.1994617522953053,0.24193548387096775,0.6590140044122571,0
225.1,Debit,Boston,ATM,28,Student,35,1,1547.71,1,0,Young Adult,0.24901155128304517,0.16129032258064518,0.09722963498723512,2
359.51,Debit,Charlotte,Online,79,Retired,157,1,7153.72,1,2,Senior,0.3978713743036558,0.9838709677419355,0.4740601771624698,0
720.46,Debit,Tucson,Branch,54,Retired,44,1,3101.54,1,1,Middle Age,0.797625508068178,0.5806451612903226,0.2016765769920023,1
291.46,Debit,Miami,ATM,57,Retired,135,1,7142.53,1,0,Middle Age,0.3225056205907434,0.6290322580645161,0.473307996241112,2
98.24,Debit,Mesa,Online,28,Student,148,1,580.66,1,2,Young Adult,0.10851339527981126,0.16129032258064518,0.03222547412941276,0
100.48,Credit,Milwaukee,Branch,18,Student,104,1,6149.81,0,1,Child,0.11099420774589391,0.0,0.40657832293903107,1
45.9,Debit,Columbus,Branch,56,Engineer,264,1,5698.25,1,1,Middle Age,0.050546553996433825,0.6129032258064516,0.3762248987345346,1
258.21,Debit,San Antonio,Online,39,Doctor,225,1,9562.41,1,2,Adult,0.28568106054732917,0.33870967741935487,0.6359699772934125,0
287.51,Debit,El Paso,Online,22,Student,255,1,187.65,1,2,Young Adult,0.3181309736081423,0.06451612903225812,0.005807724004049275,0
501.3,Credit,San Antonio,Online,26,Engineer,146,1,8520.08,0,2,Young Adult,0.5549045883955567,0.12903225806451613,0.5659055680209509,0
26.1,Debit,Mesa,ATM,27,Student,32,1,1435.72,1,0,Young Adult,0.028617943805167616,0.14516129032258068,0.08970177606115319,2
436.77,Debit,Jacksonville,ATM,20,Student,176,1,825.69,1,0,Young Adult,0.48343725427220263,0.03225806451612906,0.04869615251728539,2
292.38,Debit,Baltimore,ATM,68,Doctor,224,1,5803.89,1,0,Senior,0.32352452571074164,0.8064516129032258,0.38332591683393,2
25.29,Debit,Miami,Online,50,Engineer,125,1,5374.69,1,2,Middle Age,0.02772086429734309,0.5161290322580645,0.3544755100915926,0
123.35,Credit,Baltimore,Online,31,Doctor,10,1,6852.16,0,2,Adult,0.1363228600223716,0.20967741935483875,0.45378960713167,0
139.52,Debit,Portland,Branch,23,Student,31,1,1570.22,1,1,Young Adult,0.1542312250119057,0.08064516129032262,0.09874273530356786,1
51.2,Debit,Tucson,Online,18,Student,83,1,730.6,1,2,Child,0.056416333492075796,0.0,0.04230429516143995,0
122.85,Credit,Seattle,Online,47,Doctor,127,3,13185.39,0,2,Middle Age,0.13576910723976388,0.467741935483871,0.8795031707215426,0
161.38,Credit,Colorado Springs,Online,24,Student,101,1,3900.34,0,2,Young Adult,0.17844129666751574,0.09677419354838712,0.2553711364183282,0
2.51,Debit,Baltimore,Online,63,Retired,32,1,4891.56,1,2,Senior,0.002491887521734796,0.7258064516129032,0.32199998117867223,0
22.62,Debit,Virginia Beach,ATM,64,Doctor,102,1,7682.0,1,0,Senior,0.0247638244382178,0.7419354838709677,0.5095706451816729,2
126.83,Debit,Austin,Branch,57,Retired,39,1,6100.98,1,1,Middle Age,0.14017697938932142,0.6290322580645161,0.4032960178103536,1
46.6,Debit,Detroit,Online,55,Doctor,68,1,1562.9,1,2,Middle Age,0.05132180789208465,0.5967741935483871,0.09825069201989148,0
243.8,Debit,San Francisco,Branch,57,Doctor,48,1,13732.81,1,1,Middle Age,0.26972190535257434,0.6290322580645161,0.9163002109333094,1
231.51,Credit,Oklahoma City,Branch,60,Retired,96,1,5790.7,0,1,Middle Age,0.2561106619560763,0.6774193548387097,0.38243929785692293,1
175.05,Debit,San Francisco,Online,39,Engineer,34,1,1447.35,1,2,Adult,0.19358089774401116,0.33870967741935487,0.0904835333547538,0
762.74,Debit,Los Angeles,ATM,64,Doctor,244,1,207.1,1,0,Senior,0.8444508433654878,0.7419354838709677,0.007115134095238607,2
34.03,Debit,Los Angeles,Branch,57,Engineer,38,1,3077.2,1,1,Middle Age,0.037400462937326254,0.6290322580645161,0.20004046585475044,1
15.95,Debit,Raleigh,Branch,25,Student,52,1,1983.0,1,1,Young Adult,0.017376762318230644,0.11290322580645162,0.12648940560902458,1
101.51,Credit,Tucson,Online,46,Engineer,199,1,3052.47,0,2,Middle Age,0.11213493847806584,0.4516129032258065,0.198378139296647,0
309.42,Debit,Fresno,Branch,27,Engineer,42,1,8564.46,1,1,Young Adult,0.3423964205420132,0.14516129032258068,0.5688887484758086,1
257.6,Credit,Fort Worth,Online,59,Retired,293,1,7950.74,0,2,Middle Age,0.2850054821525478,0.6612903225806451,0.5276350867192678,0
746.78,Credit,Mesa,Branch,21,Student,64,1,1699.81,0,1,Young Adult,0.826775054544649,0.04838709677419356,0.10745364911936353,1
82.01,Credit,Sacramento,Branch,23,Student,156,1,287.46,0,1,Young Adult,0.09053857995636427,0.08064516129032262,0.01251685517122703,1
476.99,Debit,San Diego,Online,23,Student,187,1,1154.48,1,2,Young Adult,0.5279811281051686,0.08064516129032262,0.07079709667575021,0
320.11,Debit,El Paso,Branch,23,Student,130,1,4076.48,1,1,Young Adult,0.3542356550341665,0.08064516129032262,0.26721109597936105,1
333.39,Debit,Philadelphia,ATM,68,Doctor,35,1,10628.59,1,0,Senior,0.36894332894022785,0.8064516129032258,0.7076375603794919,2
10.3,Debit,Fresno,ATM,47,Engineer,197,1,7801.32,1,0,Middle Age,0.011119355874763271,0.467741935483871,0.5175912195817095,2
737.46,Credit,Albuquerque,Branch,53,Doctor,75,4,634.16,0,1,Middle Age,0.8164531026768409,0.5645161290322581,0.03582169211803124,1
416.55,Debit,Oklahoma City,Online,33,Engineer,73,1,922.96,1,2,Adult,0.461043491743546,0.24193548387096775,0.055234547353788535,0
84.91,Debit,Raleigh,Online,18,Student,68,1,1671.86,1,2,Child,0.09375034609548911,0.0,0.10557487729166472,0
98.95,Debit,Mesa,Branch,75,Retired,73,1,5670.82,1,1,Senior,0.10929972423111425,0.9193548387096775,0.37438108080130456,1
18.14,Credit,Milwaukee,ATM,58,Retired,48,1,6020.85,0,0,Middle Age,0.019802199506052515,0.6451612903225806,0.3979097571107649,2
215.13,Debit,Charlotte,Online,46,Engineer,114,1,3956.69,1,2,Middle Age,0.23796972079784698,0.4516129032258065,0.2591589286362469,0
218.57,Credit,Memphis,Branch,62,Doctor,102,1,13869.86,0,1,Senior,0.24177953994218818,0.7096774193548387,0.925512578696677,1
341.88,Debit,Austin,ATM,43,Engineer,89,1,4159.52,1,0,Adult,0.3783460511889072,0.4032258064516129,0.2727929640499196,2
691.92,Debit,Boston,Online,19,Student,61,1,1084.65,1,2,Young Adult,0.7660172992369285,0.016129032258064557,0.0661031919627553,0
50.43,Debit,San Jose,Branch,32,Doctor,51,1,9794.26,1,1,Adult,0.055563554206859884,0.22580645161290325,0.6515547088945564,1
440.43,Debit,Colorado Springs,Branch,78,Retired,23,1,5123.24,1,1,Senior,0.48749072464089127,0.967741935483871,0.3375732855450858,1
299.03,Debit,Columbus,Branch,39,Engineer,52,1,1381.28,1,1,Adult,0.3308894377194245,0.33870967741935487,0.08604237218637956,1
1.98,Debit,Seattle,ATM,66,Doctor,170,1,11619.1,1,0,Senior,0.0019049095721706,0.7741935483870968,0.7742186796300804,2
173.45,Debit,Philadelphia,ATM,31,Engineer,161,1,9077.62,1,0,Adult,0.1918088888396664,0.20967741935483875,0.6033828647943031,2
438.76,Debit,San Antonio,Branch,22,Student,73,1,1824.19,1,1,Young Adult,0.48564119034698144,0.06451612903225812,0.1158143518001928,1
519.62,Credit,Washington,Online,71,Retired,40,1,4159.33,0,2,Senior,0.5751940903503039,0.8548387096774193,0.27278019243463286,0
738.68,Debit,Chicago,Online,50,Doctor,124,1,14352.33,1,2,Middle Age,0.8178042594664037,0.5161290322580645,0.9579437430512331,0
151.14,Debit,Memphis,Online,64,Retired,38,1,2156.54,1,2,Senior,0.16710043967970936,0.7419354838709677,0.13815459569771335,0
75.77,Debit,Charlotte,Branch,51,Engineer,148,1,8361.7,1,1,Middle Age,0.08362774522941976,0.532258064516129,0.5552594183940838,1
444.52,Debit,Louisville,Online,27,Engineer,17,1,5424.6,1,2,Young Adult,0.4920204224026225,0.14516129032258068,0.3578304117703207,0
5.29,Debit,Indianapolis,Online,52,Doctor,276,1,11263.89,1,2,Middle Age,0.00557075299303379,0.5483870967741935,0.7503418087564884,0
97.63,Credit,Milwaukee,Online,48,Doctor,127,1,12467.31,0,2,Middle Age,0.10783781688502983,0.4838709677419355,0.8312345312212219,0
256.95,Debit,San Diego,Branch,26,Engineer,71,1,2531.24,1,1,Young Adult,0.2842856035351577,0.12903225806451613,0.1633415654236076,1
734.86,Credit,Boston,Branch,48,Engineer,290,1,6242.03,0,1,Middle Age,0.8135735882072807,0.4838709677419355,0.4127772616850197,1
84.28,Debit,Memphis,Branch,39,Doctor,142,1,13586.06,1,1,Adult,0.09305261758940338,0.33870967741935487,0.9064358186000429,1
202.49,Credit,Virginia Beach,ATM,48,Engineer,69,1,7447.1,0,0,Middle Age,0.22397085045352352,0.4838709677419355,0.4937808955456639,2
154.99,Debit,Mesa,Branch,25,Student,53,1,1419.31,1,1,Young Adult,0.17136433610578894,0.11290322580645162,0.08859871181455077,1
481.53,Debit,Atlanta,Branch,58,Retired,277,1,6142.54,1,1,Middle Age,0.5330092033712468,0.6451612903225806,0.40608964060674585,1
172.92,Debit,Miami,Online,20,Student,212,1,416.37,1,2,Young Adult,0.1912219108901022,0.03225806451612906,0.021182060048101938,0
275.59,Credit,Philadelphia,Branch,53,Retired,238,1,6313.22,0,1,Middle Age,0.30492950727077395,0.5645161290322581,0.4175625842758562,1
207.2,Debit,Columbus,Online,60,Engineer,133,1,8092.94,1,2,Middle Age,0.22918720166568834,0.6774193548387097,0.5371936324759323,0
136.82,Debit,Chicago,Branch,31,Engineer,14,1,6229.13,1,1,Adult,0.15124095998582393,0.20967741935483875,0.4119101362260818,1
624.0,Debit,Houston,Branch,26,Engineer,132,5,4976.18,1,1,Young Adult,0.6907955212474942,0.12903225806451613,0.32768805531319367,1
179.38,Debit,Chicago,Online,30,Engineer,28,1,8741.51,1,2,Young Adult,0.1983763968413941,0.19354838709677424,0.5807898773521619,0
10.15,Debit,Austin,ATM,59,Doctor,58,5,7155.04,1,0,Middle Age,0.01095323003998095,0.6612903225806451,0.4741489062791983,2
26.3,Debit,Virginia Beach,ATM,32,Doctor,33,1,7473.73,1,0,Adult,0.02883944491821071,0.22580645161290325,0.4955709382566342,2
319.5,Credit,Virginia Beach,Branch,29,Engineer,69,1,2366.3,0,1,Young Adult,0.35356007663938505,0.1774193548387097,0.15225445897421078,1
182.42,Debit,Kansas City,Branch,51,Retired,137,1,3051.29,1,1,Middle Age,0.20174321375964913,0.532258064516129,0.19829882084381392,1
716.62,Debit,Atlanta,ATM,44,Doctor,241,1,6987.4,1,0,Adult,0.7933726866977505,0.4193548387096775,0.46288030845467487,2
222.96,Credit,Fresno,ATM,65,Doctor,150,1,7370.41,0,0,Senior,0.2466414893734841,0.7580645161290323,0.48862586830179194,2
79.77,Debit,San Francisco,ATM,68,Retired,167,1,5010.31,1,0,Senior,0.08805776749028163,0.8064516129032258,0.32998224073284876,2
431.08,Debit,Albuquerque,Branch,59,Retired,25,1,6760.22,1,1,Middle Age,0.47713554760612664,0.6612903225806451,0.4476094897134722,1
592.24,Debit,Tucson,ATM,52,Doctor,140,1,9817.05,1,0,Middle Age,0.655621144496251,0.5483870967741935,0.6530866305386799,2
200.19,Credit,San Antonio,Branch,52,Retired,108,1,4389.96,0,1,Middle Age,0.22142358765352796,0.5483870967741935,0.2882829168218306,1
297.5,Credit,Kansas City,Branch,73,Retired,80,1,6768.14,0,1,Senior,0.32919495420464484,0.8870967741935485,0.4481418644138434,1
345.86,Debit,Omaha,ATM,51,Retired,145,1,1504.64,1,0,Middle Age,0.38275392333846475,0.532258064516129,0.0943345114588277,2
